Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
ARIS,"ARI Network Services, Inc.",2.95,39692848.85,n/a,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARKR,Ark Restaurants Corp.,22.1501,74679239.35,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARLP,"Alliance Resource Partners, L.P.",43.75,3240152738,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
ARMH,ARM Holdings plc,41.47,19434477950,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh
ARNA,"Arena Pharmaceuticals, Inc.",4.04,888136579.5,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
AROW,Arrow Financial Corporation,25.7,330258492.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARQL,"ArQule, Inc.",1.13,70934737.52,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRS,"ARRIS Group, Inc.",24.81,3591080380,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
ARRY,Array BioPharma Inc.,3.45,454807966.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARTNA,Artesian Resources Corporation,21.7,192981094.6,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",5.2501,21255302.86,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ARTX,Arotech Corporation,2.8,68037356.8,n/a,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARUN,"Aruba Networks, Inc.",19.44,2120762827,n/a,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
ARWR,Arrowhead Research Corporation,7.02,371418140.3,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr
ASBB,"ASB Bancorp, Inc.",19.01,83233593.11,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASBC,Associated Banc-Corp,16.92,2620312856,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbc
ASBCW,Associated Banc-Corp,1.85,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbcw
ASBI,Ameriana Bancorp,16.12,48270566.24,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbi
ASCMA,"Ascent Capital Group, Inc.",63.54,875721369.2,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
ASDR,VelocityShares Emerging Asia DR ETF,73.96,22188000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asdr
ASEI,"American Science and Engineering, Inc.",51.57,408003996.8,n/a,n/a,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/asei
ASFI,"Asta Funding, Inc.",8.08,104924771.1,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASMB,"Assembly Biosciences, Inc.",8.98,78018769.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASMI,ASM International N.V.,33.03,2102392530,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi
ASML,ASML Holding N.V.,90.74,39671346520,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
ASNA,"Ascena Retail Group, Inc.",11.85,1919379055,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASPS,Altisource Portfolio Solutions S.A.,93.74,2046890048,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
ASPX,"Auspex Pharmaceuticals, Inc.",25.48,696673650.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aspx
ASRV,AmeriServ Financial Inc.,3.05,57324408.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,25.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ASTC,Astrotech Corporation,2.4,46927504.8,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASTE,"Astec Industries, Inc.",37.3,854783361.2,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ASTI,"Ascent Solar Technologies, Inc.",1.6,22619420.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
ASTM,"Aastrom Biosciences, Inc.",2.7,64221263.1,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/astm
ASUR,Asure Software Inc,4.82,28820833.32,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASYS,"Amtech Systems, Inc.",9.85,96973200.75,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
ATAI,ATA Inc.,4.35,100249051.7,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATAX,"America First Multifamily Investors, L.P.",5.59,336813867.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
ATEA,"Astea International, Inc.",1.4776,5300593.002,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atea
ATEC,"Alphatec Holdings, Inc.",1.47,144003931.3,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
ATHN,"athenahealth, Inc.",120.49,4574335737,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",1.34,103558091.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
ATLC,Atlanticus Holdings Corporation,1.47,22690589.25,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
ATLO,Ames National Corporation,23.4,217875364.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
ATML,Atmel Corporation,6.79,2841843273,n/a,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
ATNI,"Atlantic Tele-Network, Inc.",59.5,947522506,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATNY,API Technologies Corp.,2.25,124644114,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atny
ATOS,Atossa Genetics Inc.,0.88,21616371.04,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRA,"Atara Biotherapeutics, Inc.",10.65,206643313.2,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/atra
ATRC,"AtriCure, Inc.",15.41,423332055,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,323.29,630072812.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATRM,Aetrium Incorporated,3.8601,4579904.427,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/atrm
ATRO,Astronics Corporation,46.76,1015788475,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ATRS,"Antares Pharma, Inc.",2.16,281812279.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
ATSG,"Air Transport Services Group, Inc",7.5,487049212.5,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
ATTU,Attunity Ltd.,7.3,110808130.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
ATVI,"Activision Blizzard, Inc",18.99,13624984319,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
AUBN,"Auburn National Bancorporation, Inc.",24.34,88678603.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,4.45,192642751.7,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUMAU,AR Capital Acquisition Corp.,9.8,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/aumau
AUPH,Aurinia Pharmaceuticals Inc,3.52,110985913.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/auph
AUXL,"Auxilium Pharmaceuticals, Inc.",30.35,1528267816,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auxl
AVAV,"AeroVironment, Inc.",29.295,684230308,n/a,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AVEO,"AVEO Pharmaceuticals, Inc.",0.99,51774055.74,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVGO,Avago Technologies Limited,75.6,19119179444,n/a,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
AVHI,"A V Homes, Inc.",15.23,336493645.6,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
AVNR,"Avanir Pharmaceuticals, Inc.",11.16,2151230225,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avnr
AVNW,"Aviat Networks, Inc.",1.79,111248106.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AWAY,"HomeAway, Inc.",30.07,2826263182,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/away
AWRE,"Aware, Inc.",3.65,83230840.5,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/awre
AXAS,Abraxas Petroleum Corporation,4.01,422592659,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
AXDX,"Accelerate Diagnostics, Inc.",25.39,1131964706,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
AXGN,"AxoGen, Inc.",2.66,46459802.06,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,59.6,5960000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs
AXTI,AXT Inc,2.16,70555356.72,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZPN,"Aspen Technology, Inc.",34.72,3168878602,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
BABY,Natus Medical Incorporated,31.365,1013449131,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
BAGL,"Einstein Noah Restaurant Group, Inc.",20.19,364248759.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
BAGR,"Diversified Restaurant Holdings, Inc.",4.72,123376646.4,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
BAMM,"Books-A-Million, Inc.",1.5197,22432705.06,n/a,1992,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bamm
BANF,BancFirst Corporation,64.27,991242829.8,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.62,27620000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BANR,Banner Corporation,39.1,765297379.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BANX,StoneCastle Financial Corp,24.3,114161667.3,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/banx
BASI,"Bioanalytical Systems, Inc.",2.2,17760023.6,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BAXS,"Baxano Surgical, Inc.",0.14,6961557.82,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/baxs
BBBY,Bed Bath & Beyond Inc.,62.4,11558900808,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BBCN,"BBCN Bancorp, Inc.",14.84,1179686983,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BBEP,"BreitBurn Energy Partners, L.P.",16.24,1956487464,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
BBEPP,"BreitBurn Energy Partners, L.P.",24.75,198000000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbepp
BBGI,"Beasley Broadcast Group, Inc.",5.46,126201539.1,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BBLU,"Blue Earth, Inc.",2.54,192481085.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bblu
BBNK,Bridge Capital Holdings,22.76,361270049,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
BBOX,Black Box Corporation,22.33,346923569.3,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BBRG,"Bravo Brio Restaurant Group, Inc.",13.03,247796748.1,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BBRY,BlackBerry Limited,9.3,4905092778,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
BBSI,"Barrett Business Services, Inc.",43.975,315640456.9,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BCBP,"BCB Bancorp, Inc. (NJ)",12.45,104247410.7,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BCLI,Brainstorm Cell Therapeutics Inc.,3.82,58120654.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcli
BCOM,B Communications Ltd.,20.06,599574242.7,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
BCOR,"Blucora, Inc.",15.08,620153946.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
BCOV,Brightcove Inc.,5.57,179496012.7,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BCPC,Balchem Corporation,57.585,1760980050,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BCRX,"BioCryst Pharmaceuticals, Inc.",12.18,873991819.3,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDBD,"Boulder Brands, Inc.",12.42,757681590.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bdbd
BDCV,"BDCA Venture, Inc.",4.65,45507694.65,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/bdcv
BDE,"Black Diamond, Inc.",7.6,247374277.2,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BDGE,"Bridge Bancorp, Inc.",24.31,282904294.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BDMS,"Birner Dental Management Services, Inc.",15.6516,29113368.99,n/a,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
BDSI,"BioDelivery Sciences International, Inc.",15.72,774994585.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BEAT,"BioTelemetry, Inc.",6.96,184153533.4,n/a,2008,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/beat
BEAV,"B/E Aerospace, Inc.",73.795,7770809057,n/a,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BEBE,"bebe stores, inc.",2.32,184574256.1,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BECN,"Beacon Roofing Supply, Inc.",25.47,1256883015,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BELFA,Bel Fuse Inc.,21.22,252046682.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,24.56,291718497.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BFIN,BankFinancial Corporation,11.19,236130999.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BGCP,"BGC Partners, Inc.",7.52,1633034650,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,10.13,225979027,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BGMD,"BG Medicine, Inc.",0.39,13422727.11,n/a,2011,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/bgmd
BHBK,"Blue Hills Bancorp, Inc.",13.25,377185272.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bhbk
BIB,ProShares Ultra Nasdaq Biotechnology,94.2001,310860330,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
BICK,First Trust BICK Index Fund,24.05,16835048.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
BIDU,"Baidu, Inc.",211.22,74055749151,n/a,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BIIB,Biogen Idec Inc.,302.74,71490447992,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIND,"BIND Therapeutics, Inc.",8.12,134324466.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bind
BIOC,"Biocept, Inc.",3.02,13437801.06,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BIOD,Biodel Inc.,1.4201,32224477.49,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BIOF,BioFuel Energy Corp.,5.58,48512531.16,n/a,2007,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/biof
BIOL,"Biolase, Inc.",2.33,102284751.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BIOS,"BioScrip, Inc.",6.05,415115498.6,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BIRT,Actuate Corporation,4.13,191499583.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/birt
BIS,ProShares UltraShort Nasdaq Biotechnology,13.07,78420000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
BJRI,"BJ&#39;s Restaurants, Inc.",36.14,1016796370,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BKCC,BlackRock Kelso Capital Corporation,8.4,626283697.2,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
BKEP,"Blueknight Energy Partners L.P., L.L.C.",7.6,174230699.2,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",8.75,263887916.3,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BKMU,Bank Mutual Corporation,6.38,297048231.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BKSC,Bank of South Carolina Corp.,15.1263,67484293.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BKYF,The Bank of Kentucky Financial Corp.,44.5,341411209,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkyf
BLDP,"Ballard Power Systems, Inc.",2.85,376368363.8,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BLDR,"Builders FirstSource, Inc.",5.2,510073345.6,n/a,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr
BLFS,"BioLife Solutions, Inc.",2.07,24896496.51,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BLIN          ,"Bridgeline Digital, Inc.",0.62,13576700.48,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin          
BLKB,"Blackbaud, Inc.",39.59,1828215564,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BLMN,"Bloomin&#39; Brands, Inc.",18.235,2290187717,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BLMT,"BSB Bancorp, Inc.",18.19,164861899.9,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
BLRX,BioLineRx Ltd.,1.38,47078769,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BLUE,"bluebird bio, Inc.",34.82,995705616.7,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BLVD,Boulevard Acquisition Corp.,9.61,264875625,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/blvd
BLVDU,Boulevard Acquisition Corp.,10.04,276727500,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/blvdu
BLVDW,Boulevard Acquisition Corp.,0.531,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/blvdw
BMRC,Bank of Marin Bancorp,46.52,275676589.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMRN,BioMarin Pharmaceutical Inc.,70.59,10384980065,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMTC,Bryn Mawr Bank Corporation,29.44,404165155.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
BNCL,"Beneficial Mutual Bancorp, Inc.",13.07,984361717.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNCN,BNC Bancorp,17.12,504607103.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BNDX,Vanguard Total International Bond ETF,52.33,1810618000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
BNFT,"Benefitfocus, Inc.",27,687923199,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNSO,"Bonso Electronics International, Inc.",1.4901,7818410.16,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BOBE,"Bob Evans Farms, Inc.",48.72,1149238200,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BOCH,Bank of Commerce Holdings (CA),5.94,78965035.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BOFI,"BofI Holding, Inc.",67.59,980828837.9,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
BOKF,BOK Financial Corporation,64.08,4439846944,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
